Date,Open,High,Low,Close,Adj Close,Volume
2021-01-04,160.77000427246094,161.3800048828125,157.1300048828125,160.3800048828125,150.56991577148438,7243400
2021-01-05,159.44000244140625,162.0800018310547,159.1199951171875,160.9199981689453,151.07688903808594,3911900
2021-01-06,158.3699951171875,165.14999389648438,158.0,163.07000732421875,153.09535217285156,4937000
2021-01-07,163.4499969482422,164.83999633789062,162.7899932861328,163.7100067138672,153.69622802734375,4144100
2021-01-08,163.74000549316406,166.25,163.0399932861328,165.0500030517578,154.9542694091797,4971200
2021-01-11,164.91000366210938,167.39999389648438,164.3000030517578,166.32000732421875,156.1466064453125,3005200
2021-01-12,166.2899932861328,170.24000549316406,165.16000366210938,168.99000549316406,158.6532745361328,4036900
2021-01-13,170.1300048828125,171.69000244140625,169.22000122070312,169.8300018310547,159.44186401367188,3291800
2021-01-14,170.35000610351562,172.5800018310547,169.97000122070312,170.38999938964844,159.9676055908203,4090900
2021-01-15,168.49000549316406,172.00999450683594,168.0,171.33999633789062,160.85951232910156,3727200
2021-01-19,172.89999389648438,173.80999755859375,170.63999938964844,170.75999450683594,160.87835693359375,4683100
2021-01-20,171.24000549316406,174.0500030517578,169.64999389648438,172.38999938964844,162.41403198242188,3899800
2021-01-21,173.58999633789062,175.07000732421875,172.25999450683594,172.33999633789062,162.36691284179688,5322600
2021-01-22,171.88999938964844,174.1199951171875,171.02999877929688,172.39999389648438,162.42344665527344,3612300
2021-01-25,172.91000366210938,175.14999389648438,171.44000244140625,174.10000610351562,164.02508544921875,4764100
2021-01-26,174.2899932861328,174.89999389648438,173.0,173.6999969482422,163.64820861816406,2496200
2021-01-27,171.0399932861328,171.86000061035156,167.0399932861328,167.7100067138672,158.00485229492188,4762700
2021-01-28,168.88999938964844,173.72999572753906,167.75999450683594,172.33999633789062,162.36691284179688,3816600
2021-01-29,171.5500030517578,171.8000030517578,166.5,166.85000610351562,157.19461059570312,4400500
2021-02-01,167.1199951171875,168.19000244140625,162.13999938964844,163.3699951171875,153.91598510742188,3898500
2021-02-02,163.8800048828125,167.7899932861328,163.44000244140625,166.66000366210938,157.01560974121094,3181900
2021-02-03,166.25999450683594,170.22000122070312,166.11000061035156,169.8800048828125,160.04930114746094,2996500
2021-02-04,170.52999877929688,173.13999938964844,169.80999755859375,173.02999877929688,163.01699829101562,2679800
2021-02-05,174.67999267578125,175.1999969482422,173.19000244140625,175.02999877929688,164.9012451171875,2562700
2021-02-08,175.97999572753906,179.2100067138672,175.50999450683594,179.1699981689453,168.80169677734375,3421800
2021-02-09,178.8300018310547,179.4600067138672,177.3800048828125,177.77999877929688,167.4921112060547,2723800
2021-02-10,179.0,179.0,175.13999938964844,177.24000549316406,166.98338317871094,2837900
2021-02-11,176.99000549316406,177.63999938964844,174.8800048828125,175.72999572753906,165.5607452392578,2783900
2021-02-12,175.77000427246094,177.6699981689453,175.41000366210938,177.16000366210938,166.90802001953125,2035500
2021-02-16,176.27000427246094,177.3000030517578,173.92999267578125,174.05999755859375,163.9873809814453,2947700
2021-02-17,173.85000610351562,177.47000122070312,173.5,177.1300048828125,166.8797149658203,2244100
2021-02-18,175.9600067138672,178.0500030517578,175.35000610351562,177.16000366210938,166.90802001953125,2758700
2021-02-19,177.50999450683594,179.10000610351562,176.77999877929688,177.5399932861328,167.26600646972656,2842000
2021-02-22,176.22000122070312,176.49000549316406,172.1999969482422,172.41000366210938,162.43289184570312,3767700
2021-02-23,170.75,170.91000366210938,165.0,168.58999633789062,158.83392333984375,5149500
2021-02-24,168.66000366210938,169.61000061035156,160.11000061035156,162.30999755859375,152.9173126220703,9972300
2021-02-25,163.49000549316406,163.5,157.9499969482422,158.52000427246094,149.34669494628906,6639300
2021-02-26,160.33999633789062,162.4199981689453,159.1300048828125,159.75,150.50552368164062,6030400
2021-03-01,160.75999450683594,163.5,160.75999450683594,161.94000244140625,152.56875610351562,3361100
2021-03-02,162.42999267578125,164.7899932861328,162.39999389648438,163.0500030517578,153.61453247070312,4330900
